latitude,longitude,price
-37.8387,144.9519,980000.0
-37.8488,144.9551,2030000.0
-37.8448,144.9453,1740000.0
-37.8399,144.9577,2800000.0
-37.8411,144.9497,985000.0
-37.7707,145.0318,2000000.0
-37.7854,145.0325,1110000.0
-37.7713,145.0279,1492000.0
-37.7717,145.031,1717500.0
-37.775,145.0268,2840000.0
-37.7791,145.0306,525500.0
-37.7804,145.0308,805000.0
-37.7773,145.0314,465000.0
-37.78,145.0341,2000000.0
-37.7755,145.0288,1540000.0
-37.7747,145.0264,820000.0
-37.7743,145.0316,1830000.0
-37.7723,145.0319,2100000.0
-37.7802,145.0243,865000.0
-37.7773,145.0314,390000.0
-37.7848,145.025,650000.0
-37.7805,145.0262,512000.0
-37.7792,145.029,1165000.0
-37.7844,145.0225,1900000.0
-37.7781,145.0284,1485000.0
-37.7719,145.0309,1950000.0
-37.87,144.825,520000.0
-37.8721,144.8105,1525000.0
-37.8687,144.8197,720000.0
-37.8693,144.8375,1120000.0
-37.868,144.8154,780000.0
-37.8681,144.819,1780000.0
-37.8702,144.8143,630000.0
-37.8693,144.8171,406000.0
-37.8616,144.8116,660000.0
-37.8594,144.817,683500.0
-37.8696,144.827,580000.0
-37.8697,144.8249,1335000.0
-37.8734,144.8143,800000.0
-37.8686,144.8182,510000.0
-37.8733,144.8147,1070000.0
-37.871,144.8185,425000.0
-37.8646,144.827,605000.0
-37.8579,144.8181,705000.0
-37.8678,144.8384,391000.0
-37.8659,144.83100000000005,440000.0
-37.8658,144.8155,845000.0
-37.8698,144.816,743000.0
-37.868,144.8286,730000.0
-37.8611,144.8114,635000.0
-37.8676,144.8202,620000.0
-37.8655,144.8299,447000.0
-37.868,144.8287,730000.0
-37.8608,144.8124,678000.0
-37.8687,144.8268,580000.0
-37.8674,144.8375,712000.0
-37.86,144.8245,840000.0
-37.8672,144.817,980000.0
-37.8583,144.8172,605100.0
-37.8699,144.8235,880000.0
-37.8684,144.815,577000.0
-37.8663,144.8387,1030000.0
-37.8659,144.822,605000.0
-37.8612,144.8247,753000.0
-37.8653,144.8129,857000.0
-37.8651,144.832,1500000.0
-37.868,144.8285,730000.0
-37.871,144.8075,900000.0
-37.8631,144.8195,740000.0
-37.8637,144.8365,931000.0
-37.8646,144.8272,535600.0
-37.8388,144.8567,1085000.0
-37.8291,144.835,781000.0
-37.8449,144.85,750000.0
-37.8351,144.8529,421000.0
-37.8338,144.8562,1405000.0
-37.8284,144.8355,683000.0
-37.8267,144.8368,623000.0
-37.8379,144.8583,720000.0
-37.838,144.8555,588000.0
-37.8294,144.8378,710000.0
-37.8448,144.8529,875000.0
-37.8449,144.85,700000.0
-37.8397,144.8602,640000.0
-37.8451,144.8529,650000.0
-37.8337,144.8554,675000.0
-37.8258,144.8523,708000.0
-37.8345,144.8444,965000.0
-37.8254,144.8514,680000.0
-37.8327,144.8451,770000.0
-37.8269,144.8455,923000.0
-37.8391,144.8467,693000.0
-37.8262,144.8443,620000.0
-37.8277,144.8385,728500.0
-37.8382,144.8649,931000.0
-37.8423,144.8632,988000.0
-37.8444,144.8491,590000.0
-37.834,144.8553,610000.0
-37.8318,144.8388,815000.0
-37.833,144.8494,970000.0
-37.8262,144.8439,760000.0
-37.8393,144.8568,847500.0
-37.8375,144.8541,1200000.0
-37.8441,144.8505,700000.0
-37.8285,144.8351,625000.0
-37.8332,144.8649,292000.0
-37.8543,145.0262,599000.0
-37.8539,145.0284,550000.0
-37.8552,145.016,995000.0
-37.854,145.0135,1205000.0
-37.8614,145.0274,1939000.0
-37.853,145.0167,421500.0
-37.8592,145.0182,1870000.0
-37.8538,145.0127,678000.0
-37.8537,145.0267,1918000.0
-37.8619,145.0257,660000.0
-37.8574,145.0281,2050000.0
-37.8552,145.016,700000.0
-37.8555,145.0291,3625000.0
-37.858,145.0111,3000000.0
-37.8638,145.0229,1525000.0
-37.8543,145.0262,735000.0
-37.8528,145.0268,825000.0
-37.8566,145.0116,1586000.0
-37.8596,145.0198,645000.0
-37.8564,145.0228,1435000.0
-37.8619,145.0185,280000.0
-37.8605,145.0185,400000.0
-37.8537,145.0267,1780000.0
-37.8574,145.0174,592500.0
-37.8543,145.016,1210000.0
-37.8536,145.0173,2801000.0
-37.8614,145.0222,390000.0
-37.8545,145.0145,1800000.0
-37.8613,145.0264,2200000.0
-37.8537,145.0114,324000.0
-37.8602,145.013,5525000.0
-37.851,145.0161,1125000.0
-37.8511,145.0167,2250000.0
-37.8558,145.015,2360000.0
-37.8571,145.0224,1900000.0
-37.8531,145.0115,440000.0
-37.8646,145.0247,490000.0
-37.8521,145.019,2365000.0
-37.8542,145.0149,1300000.0
-37.8597,145.0104,732000.0
-37.8573,145.0186,704000.0
-37.8596,145.0198,620000.0
-37.8559,145.0158,1900000.0
-37.8575,145.0174,315000.0
-37.8509,145.0203,450000.0
-37.8573,145.0186,710000.0
-37.8604,145.0147,872000.0
-37.8593,145.0156,598000.0
-37.8554,145.0173,1285000.0
-37.8593,145.0275,3660000.0
-37.8618,145.0183,520000.0
-37.8574,145.016,3625000.0
-37.8582,145.0138,4200000.0
-37.8542,145.0135,1101000.0
-37.8557,145.0264,3512500.0
-37.8611,145.0195,2000000.0
-37.853,145.0264,869000.0
-37.8611,145.0271,2810000.0
-37.8573,145.0112,565000.0
-37.8549,145.0113,567000.0
-37.8568,145.0161,546000.0
-37.8503,145.0185,471500.0
-37.7756,144.9165,455000.0
-37.7777,144.9195,940000.0
-37.7761,144.9201,467000.0
-37.7777,144.9221,1380000.0
-37.7736,144.9015,490000.0
-37.7729,144.9179,1850000.0
-37.7758,144.9089,1284000.0
-37.775,144.9091,971000.0
-37.7776,144.9142,710000.0
-37.7721,144.9184,2425000.0
-37.7745,144.9093,750000.0
-37.7748,144.929,1053000.0
-37.7756,144.9208,1377000.0
-37.7759,144.91,970000.0
-37.773,144.9049,940000.0
-37.7807,144.9288,751000.0
-37.7731,144.9206,950000.0
-37.7718,144.9066,685000.0
-37.7819,144.9064,1230000.0
-37.7738,144.9345,636500.0
-37.7746,144.9112,910000.0
-37.7774,144.9186,770000.0
-37.7778,144.9065,960000.0
-37.7766,144.9143,890000.0
-37.7732,144.9206,965000.0
-37.7725,144.9146,1440000.0
-37.7825,144.9208,955000.0
-37.7731,144.9074,450000.0
-37.781,144.9207,801000.0
-37.7746,144.9031,1000000.0
-37.7737,144.904,1435000.0
-37.7723,144.9094,390000.0
-37.7821,144.9055,1425000.0
-37.775,144.93200000000004,1340000.0
-37.7753,144.9116,955000.0
-37.7791,144.9136,1100000.0
-37.7759,144.9338,1255000.0
-37.773,144.9303,432000.0
-37.782,144.903,1640000.0
-37.78,144.9295,1430000.0
-37.7791,144.914,610000.0
-37.7727,144.9136,940000.0
-37.7765,144.9114,890000.0
-37.7742,144.906,1180000.0
-37.7757,144.9088,1480000.0
-37.7734,144.9191,1150000.0
-37.7828,144.9049,1350000.0
-37.7778,144.9261,1905000.0
-37.7713,144.9038,865000.0
-37.7712,144.9088,705000.0
-37.7733,144.9219,442000.0
-37.7786,144.9141,540000.0
-37.7779,144.9133,1037500.0
-37.7744,144.9035,1050000.0
-37.7749,144.9137,440000.0
-37.7722,144.9117,1010000.0
-37.7766,144.9187,1430000.0
-37.7779,144.9137,570000.0
-37.7728,144.9169,690000.0
-37.7766,144.9185,1291000.0
-37.7774,144.928,1130000.0
-37.777,144.9176,1135000.0
-37.7778,144.9131,950000.0
-37.7722,144.9163,790000.0
-37.7731,144.9074,390000.0
-37.7769,144.9138,1345000.0
-37.7727,144.9055,1381500.0
-37.7778,144.9061,940000.0
-37.7778,144.9042,995000.0
-37.7728,144.9076,1050000.0
-37.7816,144.9217,786000.0
-37.7825,144.9206,705000.0
-37.7807,144.9285,760000.0
-37.7723,144.9094,487500.0
-37.7766,144.9277,1000000.0
-37.7775,144.91299999999995,1110000.0
-37.7765,144.9132,1300000.0
-37.7767,144.9125,1060000.0
-37.7767,144.9124,1410000.0
-37.7768,144.9223,1305000.0
-37.7738,144.9215,932500.0
-37.7792,144.9297,965000.0
-37.7762,144.9174,1215000.0
-37.7772,144.9118,545000.0
-37.7774,144.9104,1705000.0
-37.7756,144.921,970000.0
-37.7756,144.9105,925000.0
-37.8669,145.0767,2650000.0
-37.8673,145.0688,1670000.0
-37.8655,145.0807,955000.0
-37.874,145.0714,2050000.0
-37.8636,145.0794,500000.0
-37.869,145.0822,1575000.0
-37.8666,145.0676,1555000.0
-37.8699,145.0778,1100000.0
-37.8685,145.0786,1337000.0
-37.8729,145.0788,2950000.0
-37.8612,145.0858,2215000.0
-37.8675,145.0668,1518000.0
-37.8695,145.084,1710000.0
-37.8599,145.0815,1655000.0
-37.86,145.0817,1550000.0
-37.8742,145.07,1662000.0
-37.8737,145.0695,1665000.0
-37.8745,145.0738,1445000.0
-37.8598,145.0796,3510000.0
-37.8709,145.0857,968000.0
-37.8655,145.0808,900000.0
-37.8605,145.0833,1500000.0
-37.8714,145.07299999999995,2752000.0
-37.8653,145.0897,1500000.0
-37.8669,145.077,1800000.0
-37.8619,145.0879,1830000.0
-37.8703,145.0774,1415000.0
-37.872,145.0692,1440000.0
-37.8693,145.08,1250000.0
-37.8679,145.0781,1422000.0
-37.8724,145.0758,1600000.0
-37.8711,145.0746,1860000.0
-37.8624,145.0798,1710000.0
-37.8664,145.0772,1790000.0
-37.8715,145.0688,1950000.0
-37.8645,145.0797,1600000.0
-37.8752,145.0754,1320000.0
-37.8636,145.0903,1650000.0
-37.8693,145.1082,995000.0
-37.867,145.1092,1250000.0
-37.8639,145.0968,1045000.0
-37.8716,145.0999,1200000.0
-37.8694,145.0944,1075000.0
-37.8647,145.1023,1500000.0
-37.8642,145.1109,1120000.0
-37.8662,145.109,700000.0
-37.8675,145.106,761000.0
-37.8651,145.1109,1270000.0
-37.8661,145.1013,1510000.0
-37.864,145.0972,1365000.0
-37.8621,145.1126,1100000.0
-37.8651,145.1107,1415000.0
-37.8711,145.1017,690000.0
-37.8621,145.1021,1631000.0
-37.8655,145.096,1500000.0
-37.8707,145.1036,1060000.0
-37.8637,145.1024,1529500.0
-37.8696,145.0962,600000.0
-37.8702,145.1042,535000.0
-37.8671,145.1117,785000.0
-37.8629,145.1097,1240000.0
-37.8709,145.102,700000.0
-37.8669,145.1106,1350000.0
-37.8683,145.1082,1110000.0
-37.858,145.1038,1305000.0
-37.87,145.1103,855000.0
-37.8655,145.1096,900500.0
-37.8614,145.1098,1200000.0
-37.8723,145.1089,830000.0
-37.7677,144.8674,850000.0
-37.7634,144.8611,750000.0
-37.77,144.8572,851000.0
-37.7706,144.8629,848000.0
-37.7676,144.859,806000.0
-37.7654,144.8655,1155000.0
-37.7593,144.871,670000.0
-37.7545,144.8736,1200000.0
-37.7605,144.8581,636000.0
-37.7591,144.8542,680000.0
-37.7537,144.8729,1160000.0
-37.7721,144.8576,750000.0
-37.7632,144.8622,627500.0
-37.7519,144.8534,880000.0
-37.7524,144.8714,950000.0
-37.7532,144.8766,1600000.0
-37.7623,144.8613,585000.0
-37.7627,144.857,650000.0
-37.752,144.85399999999996,725000.0
-37.7644,144.8657,665000.0
-37.7664,144.8583,560500.0
-37.758,144.86,615000.0
-37.7681,144.8592,845000.0
-37.7686,144.8576,585000.0
-37.7697,144.8657,440000.0
-37.7522,144.8518,850000.0
-37.7639,144.8615,850000.0
-37.7691,144.8575,705000.0
-37.7609,144.8639,1100000.0
-37.7642,144.8603,892500.0
-37.771,144.8586,695000.0
-37.756,144.8641,522500.0
-37.7649,144.8633,680000.0
-37.7507,144.8576,500000.0
-37.7592,144.8681,550000.0
-37.766,144.8596,730000.0
-37.765,144.8578,875000.0
-37.751,144.8571,850000.0
-37.7568,144.8572,635000.0
-37.7573,144.8534,762000.0
-37.7608,144.863,411000.0
-37.7513,144.859,790000.0
-37.7563,144.8601,605000.0
-37.7607,144.8581,805000.0
-37.757,144.8566,890000.0
-37.7644,144.8575,795000.0
-37.7584,144.8568,634000.0
-37.7567,144.8572,642000.0
-37.7546,144.8585,863000.0
-37.7546,144.857,740000.0
-37.8668,144.9928,1819000.0
-37.8731,144.9958,410000.0
-37.8733,144.997,280000.0
-37.8723,144.9961,1015000.0
-37.8725,144.9952,502500.0
-37.8742,144.9972,520000.0
-37.8726,144.9962,442000.0
-37.8663,144.9948,1193000.0
-37.8678,144.9966,416000.0
-37.8691,144.9974,820000.0
-37.8667,144.9917,474000.0
-37.874,144.9933,981000.0
-37.872,144.9909,1690000.0
-37.8727,144.9969,540000.0
-37.8696,144.9925,1080000.0
-37.87300000000001,144.9907,500000.0
-37.8739,144.9929,497500.0
-37.8094,145.0807,2100000.0
-37.811,145.0958,1800000.0
-37.8128,145.0975,1255000.0
-37.8161,145.0812,1070000.0
-37.8028,145.0768,2570000.0
-37.8147,145.0748,2400000.0
-37.8085,145.0764,2200000.0
-37.8071,145.0908,3250000.0
-37.8124,145.0916,806000.0
-37.8051,145.1016,4000000.0
-37.8134,145.0972,1215000.0
-37.8061,145.0801,2250000.0
-37.8092,145.0778,812000.0
-37.8162,145.0771,1140000.0
-37.807,145.0635,2330000.0
-37.8048,145.0708,2800000.0
-37.8152,145.0843,605000.0
-37.8056,145.0788,1255000.0
-37.8074,145.0826,1850000.0
-37.8125,145.0901,805000.0
-37.8065,145.065,700000.0
-37.8055,145.0699,2130000.0
-37.8162,145.0841,500000.0
-37.814,145.0966,2125000.0
-37.8032,145.0693,1800000.0
-37.8116,145.0724,635000.0
-37.8144,145.0993,526000.0
-37.8125,145.0775,390000.0
-37.8013,145.0652,905000.0
-37.8044,145.1006,1750000.0
-37.8112,145.0881,760000.0
-37.8088,145.0991,3180000.0
-37.8125,145.0849,1367000.0
-37.8063,145.0705,3600000.0
-37.8096,145.0735,2550000.0
-37.8042,145.1042,1400000.0
-37.8157,145.0795,3270000.0
-37.8122,145.0879,625000.0
-37.8061,145.0878,700000.0
-37.8117,145.0775,1860000.0
-37.8068,145.0786,2730000.0
-37.8116,145.0789,2020000.0
-37.8152,145.0839,460000.0
-37.8068,145.0827,2250000.0
-37.8123,145.0821,1053000.0
-37.8161,145.0772,1800000.0
-37.8106,145.0848,1472000.0
-37.8036,145.0715,2120000.0
-37.8044,145.0853,1910000.0
-37.8134,145.08100000000005,754000.0
-37.8025,145.0665,3000000.0
-37.8039,145.0714,3400000.0
-37.8149,145.0747,2188000.0
-37.8092,145.0789,755000.0
-37.815,145.076,2900000.0
-37.8135,145.0995,3290000.0
-37.8095,145.0782,2665000.0
-37.8027,145.0694,1801000.0
-37.8056,145.071,2410000.0
-37.8147,145.084,650000.0
-37.8054,145.0771,2275000.0
-37.8131,145.1,2810000.0
-37.8164,145.0846,1385000.0
-37.8039,145.0631,2000000.0
-37.8057,145.0825,1900000.0
-37.8161,145.0748,3401000.0
-37.8056,145.0688,1750000.0
-37.8058,145.0882,4000000.0
-37.8161,145.0809,1100000.0
-37.8028,145.0768,3020000.0
-37.8167,145.0797,2950000.0
-37.8058,145.0627,2450000.0
-37.8037,145.0636,1912000.0
-37.812,145.0876,730000.0
-37.8049,145.0748,3900000.0
-37.8075,145.1011,1500000.0
-37.8058,145.0781,1850000.0
-37.8099,145.0792,1700000.0
-37.8092,145.1016,1010000.0
-37.7966,145.1021,1315000.0
-37.7939,145.0789,1500000.0
-37.8014,145.0892,3230000.0
-37.7912,145.085,1080000.0
-37.7923,145.1029,1350000.0
-37.7917,145.0868,1905000.0
-37.7907,145.0907,3300000.0
-37.7988,145.0726,1900000.0
-37.8002,145.0949,2251000.0
-37.7906,145.0788,2205000.0
-37.7947,145.1035,1265000.0
-37.7938,145.0732,2000000.0
-37.7856,145.0918,1750000.0
-37.7862,145.0781,1450000.0
-37.7959,145.0787,2614000.0
-37.7944,145.1028,1825000.0
-37.7954,145.0838,2550000.0
-37.7863,145.0905,1570000.0
-37.804,145.0951,3250000.0
-37.7898,145.079,1750000.0
-37.7893,145.092,1150000.0
-37.7851,145.0957,1575000.0
-37.8021,145.0985,1505000.0
-37.798,145.1007,1572000.0
-37.784,145.0878,1500000.0
-37.7982,145.0688,1400000.0
-37.7851,145.0775,1750000.0
-37.8025,145.0843,1850000.0
-37.7977,145.1037,1480000.0
-37.8007,145.1002,1400000.0
-37.7822,145.0907,2130000.0
-37.7933,145.0672,1050000.0
-37.802,145.0797,3690000.0
-37.7843,145.0891,1740000.0
-37.7981,145.0904,2575000.0
-37.783,145.0926,1388800.0
-37.7943,145.083,1702000.0
-37.7841,145.0953,1800000.0
-37.7975,145.0716,2910000.0
-37.7941,145.1042,1400000.0
-37.8008,145.10399999999996,860000.0
-37.7871,145.0843,1670000.0
-37.8023,145.0976,1500000.0
-37.7868,145.0677,2200000.0
-37.794,145.1019,1350000.0
-37.7928,145.1006,2070000.0
-37.7945,145.0667,1300000.0
-37.7935,145.0865,1700000.0
-37.7971,145.0672,1750000.0
-37.7832,145.0779,980000.0
-37.7949,145.1014,1230000.0
-37.7898,145.0967,2600000.0
-37.7889,145.0904,1950000.0
-37.7907,145.0916,1750000.0
-37.796,145.0984,2000000.0
-37.7951,145.0696,1480000.0
-37.7964,145.086,3000000.0
-37.7956,145.0829,1818000.0
-37.7992,145.0907,2170000.0
-37.7988,145.089,2525000.0
-37.797,145.086,3360000.0
-37.7885,145.0854,1620000.0
-37.7982,145.0816,1903000.0
-37.7879,145.0929,1712000.0
-37.8002,145.0999,1720000.0
-37.7908,145.101,1670000.0
-37.7945,145.067,1350000.0
-37.7835,145.0883,1675000.0
-37.7987,145.0788,1680000.0
-37.7976,145.0684,1800000.0
-37.8005,145.0986,1550000.0
-37.7961,145.0859,4000000.0
-37.7968,145.0873,2900000.0
-37.7982,145.0903,2205000.0
-37.7955,145.0694,1137000.0
-37.796,145.0696,2100000.0
-37.7867,145.0718,1389000.0
-37.7935,145.0679,685000.0
-37.8022,145.0775,1900000.0
-37.7846,145.0935,1335000.0
-37.7867,145.0797,1600000.0
-37.7938,145.0675,1830000.0
-37.7841,145.0953,1900000.0
-37.7832,145.0796,1500000.0
-37.7953,145.0712,735000.0
-37.7996,145.0959,1040000.0
-37.7882,145.0882,1520000.0
-37.7997,145.0993,1250000.0
-37.7842,145.0921,1900000.0
-37.7854,145.0869,1875000.0
-37.7839,145.0954,1530000.0
-37.786,145.0886,1700000.0
-37.8028,145.0828,1238000.0
-37.7982,145.0839,1320000.0
-37.7961,145.0808,560000.0
-37.7895,145.0985,1651000.0
-37.7868,145.0677,1920000.0
-37.7898,145.1021,1560000.0
-37.7923,145.1029,1550000.0
-37.7893,145.092,1038000.0
-37.7975,145.0961,1660000.0
-37.7908,145.0991,1260000.0
-37.8002,145.07,2000000.0
-37.7985,145.0707,2155000.0
-37.7936,145.0697,1225000.0
-37.7993,145.0869,2150000.0
-37.7938,145.0838,1770000.0
-37.7938,145.0666,691500.0
-37.7998,145.0862,1836000.0
-37.9165,145.0259,636000.0
-37.925,145.046,1275000.0
-37.9273,145.0479,875000.0
-37.9336,145.043,895000.0
-37.9207,145.0479,1550000.0
-37.9305,145.0449,1420000.0
-37.9311,145.0428,1425000.0
-37.9204,145.0443,851000.0
-37.9272,145.0406,1222500.0
-37.9232,145.0502,1260000.0
-37.9155,145.0401,2700000.0
-37.9172,145.0421,900000.0
-37.922,145.0302,1100000.0
-37.9269,145.047,1005000.0
-37.9149,145.0254,1317500.0
-37.9332,145.045,360000.0
-37.9278,145.0337,1435000.0
-37.9263,145.04,1110000.0
-37.9166,145.0314,2435000.0
-37.9134,145.0263,1500000.0
-37.9318,145.0474,1300000.0
-37.9247,145.0287,855000.0
-37.9199,145.0477,1125000.0
-37.9321,145.0472,1135000.0
-37.9344,145.0481,867000.0
-37.9291,145.0472,1328000.0
-37.9279,145.031,1340000.0
-37.9252,145.0494,1155000.0
-37.9267,145.043,1275000.0
-37.9193,145.0438,770000.0
-37.9243,145.0376,855000.0
-37.9292,145.0341,1100000.0
-37.9245,145.0336,650000.0
-37.924,145.0504,1815000.0
-37.9132,145.0251,2255000.0
-37.929,145.0464,1470000.0
-37.9158,145.0379,420000.0
-37.9274,145.031,855000.0
-37.9149,145.0252,1450000.0
-37.9256,145.0497,1200000.0
-37.9163,145.0324,1860000.0
-37.9326,145.0387,725000.0
-37.9282,145.0367,1293000.0
-37.9203,145.048,1390000.0
-37.9316,145.0454,1400000.0
-37.9317,145.0469,1328000.0
-37.9326,145.0441,1247000.0
-37.933,145.0466,1311000.0
-37.9187,145.0461,1100000.0
-37.9228,145.0476,1327500.0
-37.9149,145.0469,1560000.0
-37.9256,145.0374,1370000.0
-37.921,145.0411,1100000.0
-37.9152,145.0244,1385000.0
-37.9287,145.0461,1275000.0
-37.9286,145.0495,1095000.0
-37.9257,145.0501,797500.0
-37.9173,145.0359,725000.0
-37.9317,145.0352,825000.0
-37.9289,145.0478,1235000.0
-37.9168,145.04,1600000.0
-37.9315,145.0445,1165000.0
-37.9215,145.0505,1355000.0
-37.9224,145.0462,1910000.0
-37.9246,145.0383,1448000.0
-37.929,145.0375,820000.0
-37.9307,145.0444,895000.0
-37.9148,145.0243,1041000.0
-37.9289,145.0481,1430000.0
-37.9178,145.0413,910000.0
-37.9155,145.0243,2520000.0
-37.9282,145.047,1350000.0
-37.9245,145.0336,635000.0
-37.9217,145.0315,1280000.0
-37.9144,145.0401,1900000.0
-37.9161,145.0284,1230000.0
-37.9155,145.0301,1150000.0
-37.9139,145.0395,1650000.0
-37.9307,145.0379,670000.0
-37.9259,145.0341,680000.0
-37.9294,145.041,1320000.0
-37.9263,145.0422,1380000.0
-37.9181,145.04399999999995,1900000.0
-37.9148,145.0404,1535000.0
-37.9206,145.0383,1281000.0
-37.9273,145.0324,1096000.0
-37.9241,145.048,1385000.0
-37.9178,145.0511,517500.0
-37.9291,145.0491,1245000.0
-37.9159,145.0285,503000.0
-37.9155,145.0243,2620000.0
-37.9193,145.0484,760000.0
-37.9159,145.039,405000.0
-37.9305,145.0547,1410000.0
-37.9261,145.0566,760000.0
-37.9237,145.0763,825000.0
-37.9255,145.0796,746000.0
-37.9181,145.0586,580000.0
-37.9333,145.0602,1275000.0
-37.9155,145.0723,1206000.0
-37.9135,145.0774,1115000.0
-37.9166,145.0719,1190000.0
-37.9174,145.0717,1270000.0
-37.9229,145.0557,1025000.0
-37.9244,145.0547,740000.0
-37.9234,145.0533,1960000.0
-37.91,145.0842,495000.0
-37.9193,145.0659,570000.0
-37.9167,145.0771,1220000.0
-37.9262,145.0808,885000.0
-37.9168,145.069,830000.0
-37.9157,145.0802,1137500.0
-37.9272,145.0644,1100000.0
-37.9132,145.0782,1040000.0
-37.9347,145.0546,1210000.0
-37.914,145.0714,1160000.0
-37.9119,145.0705,1215000.0
-37.9358,145.0688,1200000.0
-37.9284,145.0668,1050000.0
-37.9209,145.0757,950000.0
-37.9212,145.0674,380000.0
-37.9232,145.0537,689000.0
-37.9069,145.0568,1400000.0
-37.9309,145.0685,965000.0
-37.9231,145.066,1338000.0
-37.9262,145.055,800000.0
-37.9223,145.0747,651000.0
-37.9272,145.0804,920000.0
-37.9256,145.0757,1390000.0
-37.9102,145.0709,495000.0
-37.9205,145.0528,370000.0
-37.9186,145.0709,1100000.0
-37.9244,145.0792,1100000.0
-37.9241,145.0539,1355000.0
-37.925,145.0612,1206000.0
-37.9082,145.0681,486500.0
-37.9126,145.0776,1010000.0
-37.9312,145.0795,899000.0
-37.9153,145.0707,1415000.0
-37.9245,145.0507,1185000.0
-37.9164,145.0765,1060000.0
-37.9218,145.0607,716000.0
-37.9177,145.0535,1550000.0
-37.9092,145.0813,840000.0
-37.9159,145.0733,1110000.0
-37.9183,145.071,1106000.0
-37.9239,145.0781,845000.0
-37.9227,145.0558,860000.0
-37.9198,145.0791,1208000.0
-37.9219,145.0733,921000.0
-37.9334,145.0667,1165000.0
-37.9174,145.0779,1270000.0
-37.9099,145.0726,742500.0
-37.9303,145.0805,920000.0
-37.926,145.0551,1307000.0
-37.9343,145.0607,1010000.0
-37.9179,145.071,702000.0
-37.9111,145.072,813000.0
